"5b33e58007dbc93d06a2d069","5e33e61bd6dd4baa","2018-05-08T12:22:08.190Z","2018-05-08T13:00:00.000Z","2018-06-28T04:39:18.136Z","1.0.38 research","23"," 0"," 0"," 0"," 0"," 3.951919007714832"," 2271"," 0"," 0","5b34667607dbc93d06a32946"
"5b33e58007dbc93d06a2d069","5e33e61bd6dd4baa","2018-05-08T13:00:00.783Z","2018-05-08T13:05:20.446Z","2018-06-28T04:39:18.138Z","1.0.38 research","23"," 0"," 0"," 0"," 0"," 0.04829790718067739"," 317"," 0"," 0","5b34667607dbc93d06a32947"
"5b33e58007dbc93d06a2d069","5e33e61bd6dd4baa","2018-05-16T13:38:13.933Z","2018-05-16T14:00:00.000Z","2018-06-28T04:39:18.139Z","1.0.38 research","23"," 25824064.041106816"," 0"," 273"," 0"," 13.728354917586298"," 226"," 0"," 0","5b34667607dbc93d06a32948"
"5b33e58007dbc93d06a2d069","5e33e61bd6dd4baa","2018-06-28T00:43:17.628Z","2018-06-28T01:00:00.000Z","2018-06-28T04:39:18.140Z","1.0.38 research","23"," 0"," 0"," 0"," 0"," 0.003401088960508796"," 24"," 0"," 0","5b34667607dbc93d06a32949"
"5b33e58007dbc93d06a2d069","5e33e61bd6dd4baa","2018-06-28T01:00:00.117Z","2018-06-28T02:00:00.000Z","2018-06-28T04:39:18.142Z","1.0.38 research","23"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","5b34667607dbc93d06a3294a"
"5b33e58007dbc93d06a2d069","5e33e61bd6dd4baa","2018-06-28T02:03:00.273Z","2018-06-28T03:00:00.000Z","2018-06-28T04:39:18.143Z","1.0.38 research","23"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","5b34667607dbc93d06a3294b"
"5b33e58007dbc93d06a2d069","5e33e61bd6dd4baa","2018-06-28T03:00:05.291Z","2018-06-28T04:00:00.000Z","2018-06-28T04:39:18.144Z","1.0.38 research","23"," 0"," 0"," 0"," 0"," 0.7083967207266529"," 8333"," 0"," 0","5b34667607dbc93d06a3294c"
"5b33e58007dbc93d06a2d069","5e33e61bd6dd4baa","2018-06-28T04:00:00.766Z","2018-06-28T05:00:00.000Z","2018-06-28T07:32:09.955Z","1.0.38 research","23"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","5b348ef907dbc93d06a32c24"
"5b33e58007dbc93d06a2d069","5e33e61bd6dd4baa","2018-06-28T05:02:28.891Z","2018-06-28T06:00:00.000Z","2018-06-28T07:32:09.962Z","1.0.38 research","23"," 0"," 0"," 0"," 0"," 13.453112464534714"," 10454"," 0"," 0","5b348ef907dbc93d06a32c25"
"5b33e58007dbc93d06a2d069","5e33e61bd6dd4baa","2018-06-28T06:00:00.985Z","2018-06-28T07:00:00.000Z","2018-06-28T07:32:09.964Z","1.0.38 research","23"," 5572236.819310259"," 0"," 39"," 0"," 26.515193277590217"," 3770"," 0"," 0","5b348ef907dbc93d06a32c26"
"5b33e58007dbc93d06a2d069","5e33e61bd6dd4baa","2018-06-28T07:00:00.047Z","2018-06-28T08:00:00.000Z","2018-06-28T10:49:19.342Z","1.0.38 research","23"," 0"," 77179.81085964508"," 0"," 118"," 11.457690337645207"," 3574"," 0"," 0","5b34bd2f07dbc93d06a330cf"
"5b33e58007dbc93d06a2d069","5e33e61bd6dd4baa","2018-06-28T08:00:00.316Z","2018-06-28T09:00:00.000Z","2018-06-28T10:49:19.344Z","1.0.38 research","23"," 0"," 0"," 0"," 0"," 7.289563184980149"," 3642"," 0"," 0","5b34bd2f07dbc93d06a330d0"
"5b33e58007dbc93d06a2d069","5e33e61bd6dd4baa","2018-06-28T09:00:00.732Z","2018-06-28T10:00:00.000Z","2018-06-28T10:49:19.345Z","1.0.38 research","23"," 83407588.35454623"," 0"," 302"," 0"," 83.64550917854876"," 3182"," 0"," 0","5b34bd2f07dbc93d06a330d1"
"5b33e58007dbc93d06a2d069","5e33e61bd6dd4baa","2018-06-28T10:00:01.598Z","2018-06-28T11:00:00.000Z","2018-06-28T13:32:12.973Z","1.0.38 research","23"," 68318240.27612162"," 0"," 203"," 0"," 0"," 0"," 0"," 0","5b34e35c07dbc93d06a34571"
"5b33e58007dbc93d06a2d069","5e33e61bd6dd4baa","2018-06-28T11:04:01.335Z","2018-06-28T12:00:00.000Z","2018-06-28T13:32:12.974Z","1.0.38 research","23"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","5b34e35c07dbc93d06a34572"
"5b33e58007dbc93d06a2d069","5e33e61bd6dd4baa","2018-06-28T12:02:10.888Z","2018-06-28T13:00:00.000Z","2018-06-28T13:32:12.975Z","1.0.38 research","23"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","5b34e35c07dbc93d06a34573"
"5b33e58007dbc93d06a2d069","5e33e61bd6dd4baa","2018-06-28T13:00:06.490Z","2018-06-28T14:00:00.000Z","2018-06-28T16:36:06.374Z","1.0.38 research","23"," 10322905.320999293"," 241249.2068844367"," 50"," 299"," 309.6766009798934"," 14790"," 0"," 0","5b350e7607dbc93d06a34c6d"
"5b33e58007dbc93d06a2d069","5e33e61bd6dd4baa","2018-06-28T14:00:23.249Z","2018-06-28T15:00:00.000Z","2018-06-28T16:36:06.375Z","1.0.38 research","23"," 20814801.78290747"," 6603009.11495888"," 355"," 165"," 11.71804016094663"," 3631"," 0"," 0","5b350e7607dbc93d06a34c6e"
"5b33e58007dbc93d06a2d069","5e33e61bd6dd4baa","2018-06-28T15:00:00.510Z","2018-06-28T16:00:00.000Z","2018-06-28T16:36:06.376Z","1.0.38 research","23"," 982406.0624994498"," 1182610.8527379495"," 262"," 83"," 2.45630262997864"," 3585"," 0"," 0","5b350e7607dbc93d06a34c6f"
"5b33e58007dbc93d06a2d069","5e33e61bd6dd4baa","2018-06-28T16:01:18.498Z","2018-06-28T17:00:00.000Z","2018-06-28T19:33:52.933Z","1.0.38 research","23"," 489580.3874019725"," 0"," 87"," 0"," 1.0980446936899941"," 3614"," 0"," 0","5b35382007dbc93d06a3508d"
